Customer_ID,Gender,Age,Income,Relation_length,Contract_length,Start_channel,Email_list,Home_age,Home_label,Electricity_usage,Gas_usage,Province,Churn
8830,1,50,4413,59,4,Online,1,64,G,3082,1686,Zuid-Holland,1
8831,1,43,13126,47,32,Online,0,51,C,2039,1389,Noord-Brabant,1
8832,0,59,14695,147,36,Online,1,41,D,1663,1664,Zuid-Holland,0
8833,0,65,4671,165,31,Online,1,44,C,2318,598,Noord-Holland,1
8834,1,52,3555,31,32,Online,1,53,C,2800,790,Overijssel,0
8835,1,46,8510,29,0,Online,1,80,E,2394,2028,Zuid-Holland,1
8836,1,59,2696,83,5,Phone,0,20,B,2043,1071,Overijssel,0
8837,1,39,11451,59,5,Online,1,10,B,2024,478,Noord-Holland,0
8838,1,60,2280,131,0,Phone,0,51,D,1975,1485,Friesland,1
8839,1,57,3299,47,14,Online,1,36,G,2233,969,Noord-Holland,1
8840,1,54,3952,26,0,Online,0,27,C,2503,615,Zuid-Holland,0
8841,0,53,6646,22,35,Phone,0,48,G,2682,1820,Noord-Brabant,1
8842,1,55,2097,44,11,Online,0,45,D,2292,1653,Noord-Brabant,1
8843,0,55,3234,111,3,Online,1,4,B,2082,1204,Gelderland,1
8844,1,39,4328,51,7,Online,1,5,A,2323,598,Friesland,1
8845,0,60,7715,25,3,Phone,0,12,D,1367,1266,Flevoland,0
8846,1,43,1640,32,31,Online,0,27,D,2271,1746,Zuid-Holland,1
8847,0,30,8875,4,0,Online,1,27,F,1503,588,Noord-Holland,1
8848,1,41,6212,11,0,Online,1,75,C,2192,971,Gelderland,0
8849,1,61,5763,110,11,Phone,1,36,E,1854,1085,Zuid-Holland,0
8850,1,48,6473,114,5,Phone,0,10,E,2456,1158,Gelderland,0
8851,1,67,5344,22,25,Online,1,19,G,3170,1751,Utrecht,1
8852,0,69,6192,150,17,Phone,0,1,A,1119,0,Limburg,0
8853,1,46,2283,34,0,Online,1,50,B,1986,1231,Zuid-Holland,1
8854,0,42,8712,85,34,Phone,0,38,C,2439,1168,Zeeland,0
8855,0,84,5603,29,0,Phone,0,23,E,1787,1775,Zuid-Holland,0
8856,0,53,4389,102,9,Online,1,25,B,2055,838,Utrecht,0
8857,0,59,3189,35,2,Online,1,18,E,2142,1754,Gelderland,1
8858,1,62,3349,72,24,Online,1,44,F,2016,824,Noord-Holland,0
8859,0,45,3137,8,0,Online,1,30,E,2253,2107,Zeeland,1
8860,0,37,12069,48,0,Online,0,3,B,2513,815,Gelderland,0
8861,0,41,3226,4,13,Online,1,11,D,2625,1690,Noord-Holland,1
8862,0,46,2013,22,20,Phone,0,11,B,1094,598,Friesland,0
8863,1,58,11077,39,22,Online,1,3,B,2384,1186,Overijssel,0
8864,1,57,2200,32,26,Online,1,28,B,2302,1210,Zuid-Holland,0
8865,1,58,6272,143,0,Online,1,24,C,2301,1126,Noord-Holland,0
8866,1,40,3492,9,0,Phone,1,30,C,2236,1317,Noord-Holland,1
8867,1,71,5838,148,7,Online,1,41,D,2980,669,Overijssel,0
8868,0,83,5303,45,0,Phone,0,21,E,3041,1287,Zuid-Holland,1
8869,0,50,8292,104,0,Online,1,48,C,1977,1473,Noord-Holland,1
8870,1,42,6874,106,10,Online,1,13,G,2348,1827,Zuid-Holland,1
8871,0,35,4187,47,3,Online,1,2,C,2771,428,Gelderland,0
8872,0,31,7194,1,24,Online,1,12,E,2246,2047,Noord-Brabant,1
8873,1,46,2666,124,23,Online,1,39,B,2344,824,Gelderland,0
8874,1,36,2600,25,2,Online,1,44,C,2490,146,Noord-Brabant,0
8875,0,51,5117,11,0,Online,1,33,C,3108,235,Utrecht,1
8876,1,41,1894,29,0,Online,1,46,D,2558,745,Zuid-Holland,1
8877,0,61,4103,163,0,Online,1,26,D,1480,1035,Zuid-Holland,0
8878,0,45,3950,34,34,Online,1,26,C,3033,1419,Friesland,1
8879,0,58,7453,2,27,Online,1,30,D,1672,2045,Zuid-Holland,1
8880,1,68,3229,64,13,Online,1,19,G,1627,2049,Zeeland,1
8881,0,49,6147,33,9,Online,1,97,B,2538,961,Zuid-Holland,0
8882,1,48,14118,56,9,Online,1,40,G,2654,1383,Limburg,1
8883,0,52,5304,62,25,Online,1,14,G,1805,1770,Limburg,0
8884,0,45,4086,40,0,Online,1,83,B,1957,879,Overijssel,1
8885,1,68,182600,84,3,Online,1,45,C,1618,748,Noord-Holland,0
8886,1,35,5991,17,0,Phone,1,4,B,2551,674,Noord-Brabant,1
8887,0,44,3808,41,18,Online,1,38,C,1322,978,Zuid-Holland,0
8888,1,45,8216,44,3,Online,1,43,E,2941,1394,Utrecht,0
8889,0,35,2294,64,0,Online,1,6,B,2195,621,Overijssel,0
8890,0,46,6520,95,1,Online,1,12,C,1558,662,Groningen,0
8891,0,40,1856,103,32,Online,1,3,A,1880,0,Overijssel,0
8892,1,56,3689,122,14,Online,1,47,C,1609,967,Limburg,0
8893,1,32,3209,27,6,Online,1,48,B,1785,810,Utrecht,0
8894,1,39,2864,18,0,Online,1,35,E,2254,1193,Overijssel,1
8895,1,48,3738,97,4,Online,1,21,D,3096,1216,Gelderland,0
8896,0,51,5605,9,7,Online,1,36,C,1606,1461,Limburg,0
8897,1,64,6117,62,0,Online,1,85,G,2345,1579,Noord-Holland,1
8898,0,55,10113,40,14,Online,1,30,E,2053,1236,Zuid-Holland,0
8899,0,23,1071,22,0,Online,1,10,C,2593,791,Noord-Holland,1
8900,0,51,9501,100,7,Online,0,28,D,1868,1185,Zuid-Holland,0
8901,0,39,3764,46,0,Online,1,39,E,2501,947,Limburg,1
8902,1,41,2288,39,0,Online,1,41,E,2398,1322,Noord-Brabant,1
8903,0,49,5500,84,21,Online,1,49,C,2552,1001,Overijssel,0
8904,1,32,6749,49,9,Online,1,68,E,2127,1704,Zuid-Holland,0
8905,0,64,4960,158,17,Phone,0,14,F,2843,831,Zeeland,1
8906,1,47,2609,90,0,Online,0,30,D,2952,1567,Utrecht,1
8907,0,48,3936,40,30,Phone,0,139,G,2266,1771,Drenthe,0
8908,0,39,7430,40,36,Phone,0,19,B,2442,258,Gelderland,0
8909,1,44,4323,97,0,Online,1,86,D,2059,649,Noord-Brabant,0
8910,1,40,1826,33,1,Online,0,28,G,3214,2031,Gelderland,1
8911,0,47,2869,57,5,Online,1,96,E,1713,1549,Limburg,0
8912,0,45,2415,36,11,Online,1,7,C,1053,1096,Noord-Brabant,0
8913,1,55,1853,93,0,Phone,1,47,G,2638,939,Utrecht,1
8914,1,39,2022,31,29,Online,1,77,E,2462,1195,Limburg,1
8915,1,43,1937,75,26,Online,1,71,D,2494,889,Utrecht,0
8916,0,34,9301,5,0,Online,1,75,G,2311,1573,Noord-Brabant,1
8917,1,38,6201,19,3,Online,0,49,D,2234,1009,Utrecht,0
8918,1,46,2214,89,11,Phone,0,103,B,2091,869,Zuid-Holland,0
8919,1,88,4899,180,0,Phone,0,36,C,1912,970,Flevoland,1
8920,1,37,2264,50,0,Online,1,192,B,18340,973,Gelderland,1
8921,1,40,7840,99,10,Online,1,6,C,2110,1002,Noord-Brabant,1
8922,0,43,1906,10,22,Online,1,105,E,2207,1435,Noord-Brabant,1
8923,0,34,4478,38,0,Online,1,30,F,2464,1041,Noord-Brabant,1
8924,0,45,8249,15,2,Online,1,18,B,1926,423,Noord-Brabant,0
8925,0,90,6456,218,0,Phone,0,46,C,1523,1317,Limburg,0
8926,1,52,3672,4,0,Online,0,32,F,3196,1756,Overijssel,1
8927,1,46,3664,59,7,Online,1,35,G,3048,1029,Noord-Brabant,0
8928,1,76,3375,44,0,Phone,1,36,D,2004,1231,Overijssel,0
8929,0,50,12753,109,5,Online,1,21,D,2063,924,Noord-Holland,0
8930,1,36,3509,11,31,Online,1,39,C,2123,229,Utrecht,0
8931,1,42,6237,70,0,Online,1,26,C,2321,1432,Flevoland,0
8932,1,45,2905,108,12,Online,1,22,G,2589,869,Limburg,1
8933,0,33,3192,24,0,Online,1,0,C,2022,633,Utrecht,0
8934,1,44,3221,91,0,Online,1,1,A,2033,730,Zuid-Holland,1
8935,1,53,19583,134,0,Online,1,27,D,2250,1193,Overijssel,0
8936,1,39,4838,45,0,Online,1,33,C,2294,1306,Drenthe,1
8937,1,62,3472,54,0,Online,1,16,G,2587,1090,Noord-Holland,1
8938,0,36,14465,22,0,Online,1,42,E,2337,1916,Overijssel,1
8939,1,61,1557,82,33,Online,1,46,G,2675,1031,Zuid-Holland,1
8940,0,35,11243,26,4,Phone,0,34,E,2424,1157,Flevoland,0
8941,0,44,4459,101,28,Phone,0,86,E,2433,2056,Zuid-Holland,0
8942,1,53,10002,106,15,Online,1,113,G,3169,1483,Overijssel,0
8943,0,37,8098,46,0,Online,1,39,G,2081,1937,Noord-Brabant,1
8944,1,53,4718,63,8,Phone,0,23,E,2232,1726,Zuid-Holland,1
8945,0,38,3469,27,0,Online,1,6,B,1003,794,Zuid-Holland,1
8946,0,46,18444,34,6,Phone,0,95,E,2703,1716,Zuid-Holland,0
8947,1,31,2096,23,9,Online,1,7,A,1414,0,Gelderland,0
8948,1,35,1371,38,6,Online,1,15,C,1845,1308,Limburg,1
8949,0,38,6064,34,0,Online,1,30,B,1793,894,Noord-Brabant,1
8950,1,78,5028,117,26,Phone,1,88,C,2227,903,Gelderland,1
8951,1,52,6886,123,30,Phone,0,158,D,2671,485,Limburg,0
8952,1,36,5667,24,10,Online,1,39,E,2526,1475,Limburg,1
8953,0,43,4872,24,0,Phone,0,1,B,2129,833,Noord-Brabant,1
8954,1,95,6517,117,7,Phone,1,70,C,2330,1336,Noord-Holland,0
8955,1,42,4517,82,0,Online,1,10,E,1567,1648,Noord-Holland,1
8956,0,73,4541,92,0,Online,1,27,C,2439,715,Noord-Holland,0
8957,0,51,4004,136,32,Online,1,103,C,2077,1189,Noord-Holland,0
8958,1,38,3927,27,0,Online,1,26,E,2447,719,Zuid-Holland,1
8959,1,22,1561,6,28,Online,1,36,G,914,1975,Overijssel,0
8960,0,57,8070,13,10,Online,0,37,E,2015,669,Zuid-Holland,0
8961,1,44,6227,105,0,Online,1,46,B,1887,985,Overijssel,1
8962,0,37,3083,1,25,Online,1,32,G,3017,1640,Zuid-Holland,1
8963,0,44,5903,32,0,Online,1,19,E,2446,1568,Zuid-Holland,1
8964,1,37,5581,71,28,Online,1,56,C,2408,996,Noord-Holland,0
8965,0,30,3607,21,0,Phone,1,7,B,1752,655,Noord-Holland,0
8966,0,57,7718,18,0,Online,1,37,C,1507,1105,Zeeland,1
8967,0,34,5300,76,9,Online,1,42,D,2273,1162,Limburg,0
8968,1,58,6130,26,18,Online,1,43,F,3384,1552,Noord-Brabant,1
8969,0,71,4735,65,11,Online,1,11,E,1791,863,Zuid-Holland,0
8970,0,47,5468,3,1,Online,1,6,A,1498,0,Noord-Brabant,0
8971,0,44,2399,20,0,Online,1,19,E,2161,488,Noord-Holland,1
8972,0,82,3675,108,0,Phone,0,33,B,1876,865,Limburg,0
8973,0,32,6157,13,26,Online,0,90,F,1894,1673,Utrecht,0
8974,1,39,1704,89,7,Online,1,8,A,1317,0,Groningen,0
8975,0,53,6946,16,13,Online,1,42,F,2895,1939,Zuid-Holland,1
8976,1,91,7437,224,19,Phone,0,47,G,1930,879,Zuid-Holland,0
8977,1,79,4021,46,6,Phone,0,73,G,2667,1546,Noord-Brabant,0
8978,1,35,6312,4,26,Online,1,14,F,1793,1500,Noord-Brabant,1
8979,1,43,2662,68,20,Online,1,21,D,2536,1345,Utrecht,0
8980,1,33,4592,11,11,Online,1,16,E,2563,941,Noord-Holland,0
8981,0,42,7136,55,14,Online,1,151,C,1702,1521,Friesland,0
8982,1,31,7615,32,15,Online,1,30,D,1752,1291,Noord-Holland,1
8983,1,56,1366,3,18,Online,1,29,E,2141,638,Noord-Holland,0
8984,1,51,4015,28,31,Online,1,122,G,2568,2282,Friesland,1
8985,0,42,5898,32,0,Phone,0,84,E,2879,1113,Utrecht,0
8986,0,56,7104,69,3,Online,1,17,E,1237,925,Noord-Holland,0
8987,1,46,5484,72,23,Online,1,80,G,2582,1509,Groningen,0
8988,0,73,13706,28,25,Online,1,100,E,3292,1238,Zuid-Holland,1
8989,0,49,6939,12,3,Online,1,8,B,1490,959,Noord-Brabant,0
8990,0,46,8788,117,16,Online,1,43,G,1898,2070,Noord-Holland,0
8991,0,47,2910,36,0,Online,1,36,B,1803,1448,Zuid-Holland,1
8992,0,39,8149,12,0,Online,1,88,G,1662,1695,Friesland,1
8993,1,37,4313,52,1,Online,0,43,E,2378,1382,Limburg,0
8994,1,28,4460,0,5,Online,1,21,D,2448,1106,Drenthe,1
8995,1,49,1852,11,7,Online,1,9,B,1908,549,Limburg,1
8996,0,48,3699,78,20,Online,1,4,C,2108,1171,Limburg,0
8997,1,43,2844,1,3,Online,0,21,D,1697,1011,Noord-Holland,0
8998,0,42,4949,52,31,Phone,0,15,E,3071,1411,Noord-Brabant,1
8999,0,52,5006,109,0,Phone,0,32,C,2276,745,Noord-Holland,0
9000,0,37,6098,49,6,Phone,0,26,C,2458,1236,Friesland,0
9001,0,68,4827,165,0,Online,1,30,D,1931,1480,Zuid-Holland,1
9002,0,50,7248,117,18,Online,1,45,G,2286,1939,Zuid-Holland,1
9003,0,68,1947,132,21,Online,1,74,F,2602,1442,Noord-Holland,0
9004,0,38,12725,44,28,Online,1,82,C,3331,1125,Noord-Holland,0
9005,1,39,6289,38,0,Online,1,147,C,2257,1123,Gelderland,1
9006,1,46,4430,32,0,Phone,0,7,A,2180,630,Noord-Holland,0
9007,0,42,8795,15,0,Online,1,26,C,2320,1431,Overijssel,1
9008,0,56,4514,118,0,Online,1,72,B,2193,546,Zuid-Holland,1
9009,0,67,3901,98,1,Online,0,37,D,2663,1639,Groningen,0
9010,0,33,3646,11,10,Online,0,34,F,1768,1824,Gelderland,1
9011,1,33,6460,69,8,Online,1,150,E,2835,1214,Utrecht,0
9012,1,25,3868,2,16,Online,1,85,D,2114,786,Overijssel,0
9013,0,64,4578,13,4,Phone,0,66,D,2319,1555,Utrecht,0
9014,1,49,5997,96,11,Online,1,8,B,2747,919,Noord-Brabant,1
9015,0,52,5676,128,4,Online,1,38,B,1042,643,Gelderland,0
9016,1,80,6243,206,0,Phone,0,3,B,2510,773,Noord-Holland,0
9017,0,41,5509,42,6,Online,1,60,E,1997,1461,Zuid-Holland,1
9018,1,35,4876,47,0,Online,1,120,G,1983,1134,Noord-Brabant,1
9019,1,59,6481,44,8,Online,1,79,F,2682,1415,Noord-Brabant,0
9020,1,38,5500,39,0,Online,1,46,C,2304,1096,Gelderland,1
9021,1,79,4350,152,10,Phone,0,18,G,2488,917,Noord-Brabant,1
9022,1,40,3651,64,33,Online,1,62,F,1956,1256,Zuid-Holland,0
9023,0,42,5000,96,30,Online,1,41,E,2194,1472,Noord-Holland,0
9024,1,47,3978,46,0,Online,1,25,C,1970,1298,Noord-Holland,0
9025,1,61,2211,31,21,Online,1,182,C,2818,1224,Zuid-Holland,1
9026,1,38,6189,80,0,Online,1,15,G,1305,1264,Zuid-Holland,0
9027,0,86,2396,33,0,Phone,1,47,B,3130,1271,Gelderland,1
9028,0,31,5451,31,3,Online,1,4,B,1482,848,Noord-Brabant,0
9029,1,41,1604,39,0,Phone,1,26,E,2697,985,Zuid-Holland,1
9030,1,32,4054,1,12,Online,1,22,C,2125,767,Noord-Brabant,0
9031,0,62,4450,38,0,Phone,0,29,B,1971,902,Limburg,1
9032,1,67,3107,127,0,Online,1,55,D,2159,1564,Limburg,1
9033,1,83,3646,102,20,Phone,0,23,E,1496,1243,Zuid-Holland,0
9034,1,40,4511,36,6,Online,0,63,D,1406,1995,Limburg,0
9035,1,35,4101,49,12,Online,1,63,C,2224,709,Friesland,0
9036,0,38,7969,91,0,Phone,0,28,D,2159,2185,Noord-Brabant,1
9037,0,37,6068,9,0,Online,1,16,G,2165,1533,Zuid-Holland,1
9038,1,39,3144,56,0,Online,0,50,G,2183,1808,Noord-Brabant,0
9039,0,40,3009,35,0,Online,1,13,C,2077,1154,Utrecht,1
9040,1,58,3926,60,0,Online,1,9,B,2416,1116,Noord-Brabant,1
9041,0,50,3854,27,31,Online,1,38,D,2309,1549,Noord-Holland,0
9042,1,90,1748,209,9,Phone,0,186,C,2617,791,Limburg,0
9043,1,43,2946,43,0,Online,1,30,E,2008,1797,Utrecht,1
9044,0,51,2650,120,8,Online,1,73,F,2184,1752,Utrecht,1
9045,1,37,12762,19,35,Online,1,33,C,2274,1142,Gelderland,0
9046,1,64,3731,129,0,Phone,0,7,B,2223,606,Noord-Brabant,0
9047,1,66,4879,176,13,Online,0,12,E,2073,1992,Noord-Holland,0
9048,0,44,6677,35,35,Online,1,30,D,1525,1190,Gelderland,0
9049,1,44,2629,25,33,Online,1,44,D,2351,892,Noord-Brabant,1
9050,1,44,6185,114,19,Online,1,22,D,2666,1679,Noord-Holland,0
9051,0,28,2672,38,0,Online,1,28,E,3090,1334,Overijssel,1
9052,0,51,7981,133,2,Online,1,33,F,2341,1573,Overijssel,0
9053,0,72,2367,48,0,Online,1,8,A,1333,946,Overijssel,0
9054,0,41,2743,78,9,Online,1,61,B,2493,870,Limburg,1
9055,1,38,3521,81,0,Online,1,44,G,2930,1165,Noord-Holland,1
9056,0,68,4164,160,16,Online,0,147,D,2239,1614,Utrecht,0
9057,0,62,1328,85,5,Online,1,144,D,2923,1420,Friesland,1
9058,1,42,3997,75,0,Online,1,24,G,2365,1547,Gelderland,1
9059,1,35,2986,39,4,Online,1,40,F,2339,1905,Zuid-Holland,0
9060,1,48,4742,65,0,Online,0,26,B,1767,885,Noord-Brabant,1
9061,0,32,5000,56,5,Online,1,19,B,3138,486,Zuid-Holland,1
9062,1,42,14736,78,0,Phone,1,84,F,2694,822,Noord-Brabant,0
9063,0,40,2748,20,0,Online,1,24,B,1613,902,Groningen,0
9064,0,35,3907,62,28,Online,1,15,B,2380,808,Gelderland,0
9065,1,46,1375,122,18,Online,1,87,G,2413,2002,Overijssel,1
9066,0,43,4925,59,9,Online,1,14,E,2885,1198,Limburg,1
9067,0,42,3628,94,10,Online,1,4,A,1595,979,Friesland,0
9068,0,31,4392,34,8,Phone,0,84,D,1952,1375,Zuid-Holland,0
9069,1,46,10605,17,5,Online,0,18,C,2174,945,Gelderland,0
9070,0,58,2019,79,19,Online,1,2,A,1672,0,Gelderland,0
9071,0,23,2351,36,0,Online,1,5,A,1947,513,Noord-Holland,0
9072,0,34,6161,30,3,Phone,0,56,E,2695,1469,Overijssel,0
9073,0,37,2098,72,2,Online,1,9,C,1751,459,Noord-Holland,0
9074,0,44,3277,57,0,Online,1,44,G,1542,822,Utrecht,0
9075,0,63,6342,64,0,Online,1,79,G,2912,790,Gelderland,0
9076,0,41,3593,0,26,Phone,1,78,F,1393,1461,Gelderland,0
9077,1,46,5465,59,30,Online,1,33,E,2151,2087,Gelderland,0
9078,1,31,7261,33,6,Online,1,19,G,2868,2263,Noord-Brabant,0
9079,0,48,2792,88,3,Online,1,28,D,2240,1722,Overijssel,1
9080,1,68,4587,101,0,Online,1,21,E,3563,1754,Noord-Brabant,1
9081,1,47,1393,106,0,Online,1,34,E,2963,1747,Noord-Brabant,1
9082,0,45,3662,25,6,Online,1,38,E,2703,1130,Noord-Holland,1
9083,0,43,3594,65,0,Online,1,2,C,2446,891,Noord-Holland,1
9084,1,27,4393,31,18,Online,1,21,E,2581,760,Zuid-Holland,0
9085,0,53,2862,140,5,Online,1,45,C,2070,1346,Zuid-Holland,0
9086,0,57,6365,33,0,Online,1,12,C,2919,294,Noord-Brabant,1
9087,0,42,2754,3,0,Online,1,26,C,2429,1213,Overijssel,1
9088,1,53,7425,125,15,Online,1,40,D,2265,1224,Zuid-Holland,1
9089,0,32,3971,3,7,Phone,0,9,B,2150,1140,Zuid-Holland,1
9090,0,33,3342,18,6,Phone,0,33,G,2389,1854,Zuid-Holland,1
9091,0,55,2215,88,9,Online,1,3,C,3073,1222,Gelderland,1
9092,1,49,2979,30,15,Online,0,23,E,2558,1179,Overijssel,0
9093,1,47,6443,47,17,Phone,0,26,G,1975,2122,Zuid-Holland,0
9094,1,48,4818,43,34,Online,1,34,F,2009,1559,Utrecht,1
9095,1,31,4932,51,9,Phone,0,75,E,1734,1343,Zuid-Holland,0
9096,1,51,2842,98,15,Phone,1,11,C,2363,248,Gelderland,0
9097,1,40,2380,55,22,Online,1,0,C,2550,1311,Gelderland,1
9098,0,54,4211,122,25,Online,1,46,C,2326,1938,Limburg,1
9099,0,50,2971,124,12,Online,1,5,B,2248,939,Noord-Brabant,1
9100,0,51,3947,130,0,Online,1,38,G,2174,1926,Overijssel,1
9101,1,47,3025,18,18,Phone,1,25,E,2497,2427,Utrecht,0
9102,0,37,4255,35,0,Online,1,14,E,2205,818,Noord-Holland,1
9103,0,60,4603,90,0,Online,1,11,F,2809,1343,Noord-Holland,1
9104,0,49,7454,43,0,Phone,1,86,E,2011,342,Noord-Holland,0
9105,0,29,2528,30,12,Phone,1,28,E,1899,1910,Zuid-Holland,0
9106,1,72,6557,43,28,Online,1,79,C,2229,1054,Utrecht,1
9107,0,52,1807,118,12,Phone,0,14,C,2094,775,Noord-Brabant,0
9108,1,44,5048,113,0,Online,0,64,C,2553,1241,Friesland,0
9109,1,42,10017,82,11,Online,1,34,D,1651,899,Noord-Holland,0
9110,1,76,2902,52,15,Phone,0,74,G,3290,1177,Gelderland,1
9111,0,60,3936,121,4,Online,1,100,C,1946,834,Gelderland,0
9112,0,35,5675,47,0,Online,1,45,E,2209,1530,Limburg,0
9113,1,41,5147,89,11,Phone,1,5,B,1473,1453,Groningen,0
9114,1,38,3703,25,32,Online,1,33,D,2125,1285,Noord-Brabant,1
9115,0,48,8194,87,4,Online,0,10,C,2890,587,Noord-Brabant,0
9116,0,56,7116,107,18,Online,1,4,B,1828,1108,Zuid-Holland,0
9117,1,47,1648,43,0,Online,1,28,G,2509,2269,Zuid-Holland,1
9118,1,51,7058,132,26,Online,1,31,F,2145,1337,Gelderland,0
9119,1,49,7241,127,7,Online,1,8,B,2238,1435,Friesland,0
9120,0,71,5060,117,29,Online,1,16,B,1785,800,Gelderland,0
9121,1,69,2509,136,6,Online,1,92,G,3240,1565,Overijssel,1
9122,1,58,6372,50,2,Online,1,28,B,14670,977,Noord-Holland,0
9123,1,54,5678,133,0,Online,1,66,F,1974,842,Gelderland,0
9124,0,43,4490,68,0,Online,1,26,D,2274,1394,Noord-Brabant,1
9125,1,42,5137,18,0,Online,1,18,G,1929,710,Flevoland,1
9126,0,63,3854,33,20,Online,0,33,D,2428,1605,Utrecht,0
9127,1,36,5058,25,29,Online,1,33,C,2275,729,Noord-Brabant,1
9128,1,67,5428,55,3,Online,1,40,E,2718,1842,Drenthe,1
9129,1,38,2849,20,32,Online,0,8,C,2859,545,Zuid-Holland,1
9130,1,47,7025,94,35,Online,0,6,A,1893,795,Groningen,0
9131,1,55,7800,37,5,Phone,0,57,F,1262,2445,Limburg,0
9132,1,38,1953,83,0,Phone,0,37,G,1683,1830,Limburg,1
9133,1,57,5322,83,0,Online,1,40,E,1722,1049,Flevoland,1
9134,1,40,1746,76,0,Online,1,18,F,2794,1800,Gelderland,1
9135,0,57,7550,68,10,Online,1,22,G,2575,1511,Zuid-Holland,0
9136,0,32,6283,51,8,Online,1,38,G,2516,850,Friesland,0
9137,1,30,2533,48,34,Online,1,62,C,1830,1464,Zuid-Holland,0
9138,1,37,3521,5,0,Online,1,42,F,1909,250,Overijssel,1
9139,0,38,8399,76,7,Phone,0,95,D,1911,385,Limburg,0
9140,1,50,2930,29,5,Phone,0,8,A,2115,910,Limburg,0
9141,0,38,1971,95,0,Phone,0,104,C,2198,1608,Gelderland,0
9142,1,29,2847,48,0,Online,1,42,G,2502,1685,Zuid-Holland,1
9143,0,54,7184,76,0,Online,1,52,D,2877,1083,Zuid-Holland,1
9144,1,50,4908,25,0,Online,1,199,C,2055,1297,Groningen,1
9145,0,68,5653,144,12,Online,1,12,E,1880,1404,Zuid-Holland,1
9146,1,46,5754,0,6,Online,1,7,A,1965,478,Groningen,1
9147,0,72,4724,176,18,Phone,0,28,D,2036,1299,Zuid-Holland,0
9148,1,48,10399,105,0,Phone,1,12,D,2467,1608,Noord-Brabant,0
9149,1,52,8546,59,14,Online,1,3,C,2125,898,Limburg,0
9150,0,64,3758,17,8,Online,1,97,G,2035,1635,Overijssel,1
9151,0,65,4248,38,0,Online,1,12,G,2967,1558,Overijssel,1
9152,1,33,3068,32,0,Online,1,36,G,3173,1766,Utrecht,1
9153,0,30,2316,41,11,Online,1,22,G,2287,1987,Zuid-Holland,1
9154,0,62,10732,45,23,Online,1,51,G,2342,1563,Friesland,1
9155,0,49,6299,125,0,Online,1,92,G,2286,1284,Utrecht,1
9156,1,52,8860,22,0,Phone,0,49,E,2740,1344,Utrecht,0
9157,1,39,6254,32,6,Online,0,46,C,963,1901,Noord-Brabant,0
9158,0,39,124970,63,0,Phone,0,35,C,2703,852,Zuid-Holland,1
9159,0,43,2522,36,3,Online,0,43,G,2541,1750,Drenthe,1
9160,0,48,3566,68,4,Online,1,45,G,2114,1862,Flevoland,0
9161,0,44,5901,75,0,Online,1,7,C,2713,1446,Flevoland,1
9162,1,50,12079,118,4,Online,1,32,G,2968,2742,Noord-Holland,1
9163,0,64,2985,142,0,Online,1,82,G,2568,846,Noord-Brabant,0
9164,1,53,4347,107,0,Online,1,27,D,2898,1086,Utrecht,1
9165,1,47,3321,61,7,Online,0,37,D,2300,1940,Noord-Holland,0
9166,0,52,8585,8,0,Online,0,14,C,1952,737,Noord-Holland,0
9167,1,83,2560,195,0,Phone,0,199,B,2424,936,Gelderland,1
9168,1,54,5603,30,0,Phone,1,25,G,3101,1466,Flevoland,1
9169,1,59,3021,146,16,Online,1,5,A,1404,771,Noord-Brabant,0
9170,0,45,7853,71,8,Phone,1,12,G,2189,2343,Noord-Brabant,0
9171,1,64,7059,6,0,Online,1,3,B,2396,1114,Gelderland,1
9172,0,36,4477,50,34,Online,1,26,C,2617,817,Noord-Holland,0
9173,1,39,2688,46,0,Online,1,9,B,1909,776,Overijssel,1
9174,0,52,6731,85,5,Online,1,10,F,2896,470,Zuid-Holland,1
9175,0,43,4951,69,0,Online,1,1,C,2452,849,Limburg,1
9176,1,53,3239,102,21,Online,1,20,D,2607,970,Noord-Brabant,0
9177,0,60,7772,19,3,Phone,1,45,D,2558,1704,Zuid-Holland,0
9178,0,42,5448,88,0,Online,1,27,C,2028,934,Utrecht,1
9179,0,53,4610,113,29,Online,1,0,A,1373,0,Gelderland,0
9180,0,57,3536,50,10,Online,1,79,G,1826,1609,Zuid-Holland,0
9181,1,66,7916,54,4,Online,1,34,B,2135,922,Zuid-Holland,0
9182,1,88,2707,29,13,Phone,0,10,G,2292,1465,Zuid-Holland,0
9183,0,98,21352,27,17,Phone,0,11,C,1956,1059,Overijssel,0
9184,1,23,3188,8,17,Online,1,64,F,3164,2042,Noord-Brabant,1
9185,1,63,6599,151,11,Phone,0,5,C,2758,1095,Noord-Brabant,0
9186,0,84,1949,55,31,Phone,0,28,G,3651,1886,Noord-Brabant,1
9187,0,64,3542,165,0,Online,1,23,C,2359,1124,Limburg,1
9188,0,39,7417,62,6,Online,0,81,C,1890,1427,Utrecht,0
9189,1,58,3626,91,0,Online,1,6,B,2698,752,Utrecht,1
9190,1,82,5478,90,0,Phone,0,12,F,2270,1281,Noord-Brabant,0
9191,0,30,5637,9,9,Online,1,24,C,1912,928,Noord-Holland,0
9192,0,30,9509,0,0,Online,1,34,D,2591,1365,Gelderland,1
9193,1,49,3008,58,13,Phone,0,13,G,2202,1397,Zuid-Holland,0
9194,1,40,6754,24,28,Online,1,12,B,2305,1039,Overijssel,1
9195,0,46,4940,14,10,Online,1,41,F,2872,952,Overijssel,0
